Year,Month,Title,Director,Cast,Genre
2007,MAY,Munna,Vamsi,"Prabhas, Ileana D'Cruz",Action
2007,MAY,Sri Mahalakshmi,Vijayan,"Srihari, Suhasini",Drama
2007,FEB,Lakshmi Kalyanam,Teja,"Kalyan Ram, Kajal Aggarwal, Sayaji Shinde",Drama
2007,FEB,Anumanaspadam,Vamsy,"Aryan Rajesh, Hamsa Nandini, Tanikella Bharani, Jaya Prakash Reddy",Thriller
2007,FEB,Evadaithe Nakenti,"Samudra, Jeevitha","Rajasekhar, Samvrita",Drama
2007,FEB,Madhumasam,Chandra Siddhartha,"Sumanth, Parvati Melton, Sneha",Drama
2007,FEB,Sri Satyanarayana Swamy,Nagesh Naradasi,"Suman, Rajkumar, Karthik, Chandra Mohan",Devotional
2007,FEB,Sunny,Kamalakar,"Kamalakar, Abhishek, Kriti",Drama
2007,FEB,Hara Hara Shambo Sankara,Gedhada Anand Babu,"Narasimha Raju, Anuradha, Rami Reddy",Devotional
2007,FEB,Notebook,Chandu,"Rajiv, Gayatri",Romance
2007,JAN,Poramboku,Srinivas,"Navdeep, Ekta Khosla",Drama
2007,JAN,Pagale Vennela,CV Reddy,"Siva Balaji, Mythili, Brahmanandam",Comedy
2007,JAN,Yogi,V. V. Vinayak,"Prabhas, Nayantara",Drama
2007,JAN,Desamuduru,Puri Jagannadh,"Allu Arjun, Hansika Motwani, Ali",Drama
2007,JAN,Brahma - The Creator,Cherukuri Srinivasa Rao,"Kiran Tej, Madhu Sharma",Drama
2007,MAY,Aata,V. N. Aditya,"Siddharth, Ileana D'Cruz",Drama
2007,JAN,Premalekha Rasa,Kulashekar,"Venu Malladi, Anjali",Romance
2007,MAR,Okkadunnadu,Chandra Sekhar Yeleti,"Gopichand, Neha Jhulka, Nassar",Thriller
2007,FEB,Maharadhi,P. Vasu,"Balakrishna, Sneha, Meera Jasmine",Drama
2007,MAR,Laila Majnu,Anji Seenu,"Hari Varu, Jyothi Krishna",Romance
2007,MAR,Amma Nanna Lekunte,Yaramada Ashok Reddy,"Krishna, Seema",Drama
2007,APR,Adavari Matalaku Ardhale Verule,Selvaraghavan,"Venkatesh, Trisha",Black Comedy
2007,APR,Classmates,K. Vijaya Bhaskar,"Sumanth, Sadha, Kamalinee Mukherjee",Thriller
2007,APR,Dhee,Srinu Vytla,"Vishnu, Genelia D'Souza",Comedy
2007,APR,Athili Sattibabu LKG,E. V. V. Satyanarayana,"Allari Naresh, Kausha Rach, Vidisha",Comedy
2007,MAR,Devathalu,Kodi Ramakrishna,"Rishi, Radhika, Bhanupriya",Drama
2007,APR,Kotta Kadha,R. Venu,"Vijaya Sai, Rambha, Vikram",Drama
2007,MAR,Gundamma Gaari Manavadu,B. Jaya,"Ali, Sindhuri, Nicole, Kota, Bharani, Vadivukkarasi, AVS, Mallikarjuna Ra",Comedy
2007,MAR,Gnapakam,Uppalapati Narayana Rao,"Venkateswara Rao Atluri, Vishakha Singh",Drama
2007,MAR,Jagadam,Sukumar,"Ram, Isha Sahani",Drama
2007,MAR,Enthavaralaina,Malladi Vinayaka,"Kranthi, Manya, Gundu Hanumantha Rao",Romance
2007,MAR,Vihari,R Tulasikumar,"Mithun, Dharmavarapu Subramanyam, Sunil",Romance
2007,MAR,Nekki & Neraj,Purna Adapala,"Sivaji, Poonam Kaur",Drama
2007,MAR,Veduka,Y Jitender,"Raja, K Viswanath, Poonam Bajwa",Drama
2008,OCT,Hero,G. V. Sudhakar Naidu,"Nithiin, Bhavana, Ramya Krishna",Action
2008,SEP,King,Sreenu Vaitla,"Nagarjuna Akkineni, Trisha Krishnan",Comedy
2008,OCT,Gorintaku,V. R. Prathap,"Dr. Rajasekhar, Meera Jasmine, Aarti Agarwal",Drama
2008,OCT,College Days to Marriage Days,Premchand,"Sandeep, Madhavi Latha",Romance
2008,SEP,Friends Colony,Achana Srinivas,"Anil kumar, Posani Krishna Murali, Poonam Singar, Sony Charista",Drama
2008,SEP,Souryam,J Siva Kumar,"Gopichand, Anushka",Action
2008,SEP,Raksha,Vamsikrishna Akella,"Jagapathi Babu, Kalyani, Bramhanandam",Thriller
2008,SEP,Mallepuvvu,V. Samudra,"Bhumika Chawla, Murali Krishna",Action
2008,SEP,Gunde Jhallumandi,Madan,"Uday Kiran, Aditi Sharma",Romance
2008,AUG,Adivishnu,Bharat Parepalli,"Suman, Sneha, Kota Srinivasa Rao",Drama
2008,SEP,Call Center,Kanmani,"Vamsi Krishna, Luna",Romance
2008,SEP,Ashta Chamma,Mohan Krishna Indraganti,"Nani, Swati Reddy",Comedy
2008,SEP,"Ankit, Pallavi & Friends",Hari Yelleti,"Nikhil Siddharth, Naresh, Megha Burman, Venu",Buddy film
2008,AUG,Kathanayakudu,P. Vasu,"Rajinikanth, Jagapati Babu",Drama
2008,DEC,Neninthe,Puri Jagannadh,"Ravi Teja, Siya",Action
2008,AUG,Siddu from Sikakulam,Eashwar,"Allari Naresh, Manjari Phadnis",Romance
2008,AUG,Baladur,Udayasankar,"Ravi Teja, Krishna, Anushka Shetty, Chandra Mohan, Pradeep Rawat",Drama
2008,OCT,Kausalya Supraja Rama,Surya Prasad,"Meka Srikanth, Sivaji, Charmy Kaur, Gowri Munjal",Comedy
2008,SEP,Chintakayala Ravi,Yogie,"Venkatesh, Anushka Shetty, Mamta Mohandas",Comedy
2008,OCT,Keka,Teja,"Raja Abel, Ishana, Anup Kumar, Dharmavarapu Subramanyam",Romance
2008,DEC,Dhyeyam,Jayasimha Reddy,"Sai Kiran, Karishma Kotak, Venu Madhav",Action
2008,OCT,Nenu Meeku Telusa...?,Ajay Sastry,"Manoj Manchu, Sneha Ullal, Riya Sen",Thriller
2008,AUG,Aalayam,Muthyala Subbaiah,"Sivaji, Honey Rose",Drama
2008,DEC,Nachavule,Ravi Babu,"Tanish, Madhavi Latha",Romance
2008,DEC,Myaav,Vidya,"Bhushan, Jackie Shroff, Gayathri Rao, Rachana, Waqar",Thriller
2008,DEC,Ek Police,Kodi Ramakrishna,"Nagababu, Lakshana",Action
2008,DEC,Dongala Bandi,Satish Vegesna,"Allari Naresh, Tanya, Pooja Bharathi, Kovai Sarala, Venu Madhav",Comedy
2008,DEC,City Life,Souda,"Venu Madhav, Aziz, Koutilya, Sonu, Ameer, Moloni Patel",Comedy
2008,DEC,Chedugudu,P R Nagaraju,"Jayanth, Shwetha, Sayaji Shinde",Romance
2008,DEC,Andamaina Abaddam,Raviraja Pinisetty,"Raja, Kamna Jethmalani",Romance
2008,NOV,Vinayakudu,Sai Kiran Adivi,"Sonia Deepti, Chinni Jayaram Yadav",Romance
2008,NOV, Sri Medaram Sammakka Sarakka Mahatyam,Vemuganti,"Uday Babu, Prema",Devotional
2008,NOV,Kurkure,Junaid,"Duvvasi Mohan, Bhuvaneshwari",Romance
2008,NOV,Indrajith,V. R. Prasad,"Sai Kumar, Ramya Krishna, Sangeetha",Action
2008,NOV,Ekaloveyudu,RK,"Uday Kiran, Kriti Ahuja, Bob Anthony",Romance
2008,NOV,Devarakonda Veeraiah,R. Narayana Murthy,"R.Narayana Murthy, Sharafat",Drama
2008,NOV,Deepavali,Haribabu,"Venu, Megha Nair, Aarti Agarwal",Family
2008,NOV,Blade Babji,Devi Prasad,"Allari Naresh, Sayali Bhagat, Krishna Bhagawan, Brahmanandam",Comedy
2008,NOV,Avakai Biryani,Anish Kuruvilla,Kamal Kamaraju,Drama
2008,OCT,Rainbow,V. N. Aditya,"Rahul, Sonal Chauhan, Sindhu Menon",Romance
2008,OCT,Ninna Nedu Repu,Lakshmikanth Chenna,"Ravi Krishna, Rekha Vedavyas, Tamanna Bhatia",Thriller
2008,OCT,Kotha Bangaru Lokam,Srikanth Addala,"Varun Sandesh, Shweta Prasad, Prakash Raj",Romance
2008,JUL,Ullasamga Utsahamga,A. Karunakaran,"Yasho Sagar, Sneha Ullal, Sunil",Drama
2008,JUN,Victory,Ravi C. Kumar,"Nithiin, Mamta Mohandas, Sindhu Tolani",Action
2008,JUL,Hare Ram,Harsha Vardhan,"Kalyan Ram, Priyamani, Sindhu Tolani",Action/Drama
2008,FEB,Gamyam,Radhakrishna Jagarlamudi,"Allari Naresh, Sharwanand, Kamalinee Mukherjee",Drama
2008,FEB,Pelli Kani Prasad,Satyam Dwarapudi,"Allari Naresh, Sridevi Vijaykumar, Sivaji",Romance
2008,FEB,Nee Sukhame Ne Koruthunna,Giri Babu,"Raja, Sneha",Drama
2008,FEB,Idi Sangathi,Chandra Siddhartha,"Tabu, Abbas, Sunil",Drama
2008,FEB,Ontari,Ramana,"Gopichand, Bhavana",Action
2008,FEB,Andamaina Mansulo,R. P. Patnaik,"Rajiv, Sindhu Menon",Romance
2008,FEB,Black & White,Srikanth Vemulapalli,"Rajeev Kanakala, Sindhu Tolani, Jackie Shroff, Surekha Vani",Romance
2008,FEB,Sundarakanda,Bapu,"Charmee Kaur, Allari Naresh",Drama
2008,FEB,Mangathaayaru Tiffin Centre,Venky,"Mumaith Khan, Ali, Shafi",Drama
2008,FEB,Vishaka Express,Mullapudi Vara,"Allari Naresh, Rajiv Kanakala, Preeti Jhangiani, Sindhu Tolani",Thriller
2008,JAN,Vaana,M.S. Raju,"Vinay Rai, Meera Chopra",Romance
2008,JAN,Mr. Medhavi,Neelakanta,"Raja, Genelia D'Souza",Romance
2008,JAN,Swagatham,Dasaradh,"Jagapati Babu, Anushka, Bhumika Chawla",Drama
2008,JAN,Pourudu,Raj Aditya,"Sumanth, Kajal Agarwal",Drama
2008,JAN,Okka Magadu,Y.V.S. Chowdary,"Balakrishna Nandamuri, Nisha Kothari, Anushka",Action
2008,JAN,Krishna,V.V. Vinayak,"Ravi Teja, Trisha Krishnan, Bramhanandam",Comedy
2008,JAN,Aapada Mokkulavaadu,Posani Krishna Murali,"Nagendra Babu, Sai Kumar, Tanikella Bharani",Political
2008,JUL,Maa Ayana Chanti Pilladu,Raja Vannem Reddy,"Sivaji, Meera Jasmine",Drama
2008,FEB,Krishnarjuna,P. Vasu,"Vishnu Manchu, Nagarjuna Akkineni",Drama
2008,MAR,Premabandham,Agathiyan,"Aakash, Sridevika, Vani, Vijay Kumar, Saranya, Aiswarya",Romance
2008,FEB,Homam,J. D. Chakravarthy,"Jagapati Babu, J. D. Chakravarthy, Mamta Mohandas",Action
2008,MAR,John Appa Rao 40 plus,Kuchipudi Venkat,"Krishna Bhagawan, Simran",Comedy
2008,MAR,Nagaram,Srinivas C. C,"Meka Srikanth, Jagapathi Babu, Kaveri Jha",Action
2008,JUL,Gajibiji,K. Vasu,"Ali, Farjana, Brahmanandam, Krishna Bhagawan",Comedy
2008,JUL,Brahmanandam Drama Company,E. Srikanth Nahatha,"Sivaji, Ravi Krishna, Brahmanandam, Kamalinee Mukherjee",Comedy
2008,JUN,Adhyakshaa,Marudhuri Raja,"Raghu Babu, Brahmaji, Jeeva",Drama
2008,JUN,Koncham Kothaga,Raju Rajendra Prasad,"Venkat, Tulip Joshi, Asish Vidyarthi, Johnny Lever, Rajat Bedi",Thriller
2008,JUN,Ready,Sreenu Vaitla,"Ram, Genelia D'Souza, Bramhanandam",Comedy
2008,MAY,Kshudra,Nagul,"Priyanka, Ramya, Kondavalasa Lakshmana Rao, Jeeva",Horror
2008,MAY,Kantri,Meher Ramesh,"Jr. NTR, Hansika Motwani, Tanisha Mukherjee",Action
2008,MAY,Bujjigaadu,Puri Jagannadh,"Prabhas, Sanjana, Trisha Krishnan",Romance
2008,MAY,Parugu,Bhaskar,"Allu Arjun, Sheela, Prakash Raj",Romance
2008,APR,Bommana Brothers Chandana Sisters,Srinivasa Reddy,"Allari Naresh, Krishna Bhagawan, Farzana",Comedy
2008,APR,Michael Madana Kamaraju,Nidhi Prasad,"Prabhu Deva, Charmy Kaur, Meka Srikanth, Sunil",Comedy
2008,APR,Bhadradri,Mallikarjuna,"Raghumudri Srihari, Raja Abel, Nikita Thukral, Gajala",Action
2008,APR,Kalidasu,G. Ravicharan Reddy,"Sushanth, Tamanna Bhatia, Jayasudha",Romance
2008,APR,Bhale Dongalu,K. Vijaya Bhaskar,"Tarun, Ileana D'Cruz, Jagapati Babu",Romance
2008,APR,Jalsa,Trivikram Srinivas,"Pawan Kalyan, Ileana D'Cruz, Mukesh Rishi",Romance/Action
2008,MAR,Abbo Aadavallu,T. N. Raju,"Saila Katri, Vanita Reddy, Sruthi",Thriller
2008,MAR,Aatadista,A.S. Ravi Kumar,"Nithiin, Kajal Agarwal",Action/Romance
2008,APR,Donga Sachinollu,Raja Vannemreddy,"Krishna Bhagavan, Raghu Babu, Ali, Rambha, Brahmanandam",Comedy
2008,MAR,Buddha,Allani Sridhar,"Sunil Sharma, Kausha Rach, Suman, Puneet Issar",Biographical
2009,JUL,Gopi Gopika Godavari,Vamsi,"Venu, Kamalinee Mukherjee",Romance
2009,OCT,Ninnu Kalisaka,Siva Nageswara Rao,"Santosh Samrat, Chaitanya Krishna, Dipa Shah, Piaa Bajpai",Romance
2009,SEP,Eenadu,Chakri Toleti,"Kamal Haasan, Venkatesh",Drama
2009,SEP,Ganesh,M. Saravanan,"Ram, Kajal Aggarwal",Drama
2009,SEP,Baanam,Chaitanya Dantuluri,"Nara Rohit, Vedhika",Drama
2009,JUL,Magadheera,S. S. Rajamouli,"Ram Charan Teja, Kajal Agarwal",Fantasy
2009,SEP,Josh,Vasu Varma,"Naga Chaitanya, Karthika Nair, J. D. Chakravarthy",Drama
2009,AUG,Anjaneyulu,Parasuram (Bujji),"Ravi Teja, Nayantara, Sonu Sood",Comedy
2009,OCT,Mahatma,Krishna Vamsi,"Srikanth, Bhavana",Social
2009,SEP,Sankham,Siva,"T. Gopichand, Trisha Krishnan",Action
2009,OCT,Jayeebhava,Naren Kondepati,"Kalyan Ram, Hansika Motwani",Drama
2009,DEC,Saleem,YVS Chowdary,"Vishnu Manchu, Ileana D'Cruz, Mohan Babu",Action
2009,NOV,Villagelo Vinayakudu,Sai Kiran Adivi,"Krishnudu, Saranya Mohan",Comedy
2009,NOV,Bendu Apparao R.M.P.,E. V. V. Satyanarayana,"Allari Naresh, Kamna Jethmalani",Comedy
2009,NOV,Kurradu,Sandeep Gunnam,"Varun Sandesh, Neha Sharma",Romance
2009,NOV,Arya 2,Sukumar,"Allu Arjun, Kajal Agarwal, Navdeep",Romance
2009,NOV,Dill Boss,Gankidi Raghavender Reddy,"Fayaz, Srinivas, Srithik, Bhargav, Sandeep",Comedy
2009,DEC,Pravarakhyudu,Madan,"Jagapati Babu, Priyamani",Romance
2009,DEC,Amaravathi,Ravi Babu,"Bhoomika Chawla, Taraka Ratna, Sneha, Sindhura Gadde",Thriller
2009,DEC,Bumper Offer,Jaya Ravindra,"Sairam Shankar, Bindu Madhavi, Sayaji Shinde",Comedy
2009,DEC,Aakasamantha,Radha Mohan,"Prakash Raj, Trisha Krishnan, Jagapati Babu",Drama
2009,DEC,Kasko,G. Nageswara Reddy,"Vaibhav Reddy, Swetha Basu Prasad, Gowri Pandit",Romance
2009,JUN,Evaraina Epudaina,Marthand K. Shankar,"Varun Sandesh, Vimala Raman",Romance
2009,OCT,Ek Niranjan,Puri Jagannadh,"Prabhas, Kangana Ranaut, Sonu Sood",Action
2009,JUN,Current,Surya Pratap,"Sushanth, Sneha Ullal",Romance
2009,JUL,Kalavaramaye Madilo,Satish Kasetty,"Kamal Kamaraju, Swati Reddy",Romance
2009,JUN,Boni,Raj Pippalla,"Sumanth, Kriti Kharbanda, Trinetrudu",Action
2009,JUN,Raju Maharaju,Durga Shankaranadh,"Mohan Babu, Sharwanand, Ramya Krishna",Drama
2009,JAN,Sasirekha Parinayam,Krishna Vamsi,"Tarun, Genelia D'Souza",Romance
2009,JAN,Indumathi,Harsha P Reddy,"Shweta Bhardwaj, Sivaji",Thriller
2009,JAN,Maska,B Gopal,"Ram, Hansika Motwani, Sheela",Romance
2009,JAN,Shh...,Hari Charan Prasad,"Shafi, Mithuna",Thriller
2009,JAN,Arundhati,Kodi Ramakrishna,"Anushka, Sonu Sood",Thriller
2009,JAN,Bank,Arun Kumar,"Jackie Shroff, Raghuvaran, Abbas, Veda",Thriller
2009,FEB,Konchem Ishtam Konchem Kashtam,Kishore Kumar,"Siddharth, Tamannaah",Drama
2009,FEB,Satyameva Jayathe,Jeevitha,"Rajasekhar, Atul Kulkarni",Action
2009,FEB,Siddham,J. D. Chakravarthy,"Jagapati Babu, Sindhu Menon",Crime
2009,FEB,Drona,,"Nitin, Priyamani, Mukesh Rishi, Kelly Dorjee",Action
2009,MAR,Naa Girl Friend Baga Rich,M Nagendra Kumar,"Sivaji, Kaveri Jha",Thriller
2009,DEC,Magadheera,Geetha Arts,₹75.00 Crore,All Time Blockbuster
2009,MAR,Mesthri,Suresh Krishna,"Dasari Narayana Rao, Mohan Babu, Vijay Kumar",Drama
2009,MAR,Aa Okkadu,NS Murthy,"Ajay, Madhurima, Suresh Gopi, Sai Srujan",Thriller
2009,MAY,Prayanam,Chandra Sekhar Yeleti,"Manoj Manchu, Payal Ghosh",Romance
2009,MAY,Kick,Surender Reddy,"Ravi Teja, Ileana D'Cruz, Shaam",Comedy
2009,MAY,Mitrudu,Mahadev,"Bala Krishna, Priyamani",Drama
2009,APR,Punnami Naagu,A. Kodandarami Reddy,Mumaith Khan in dual role,Drama
2009,JUN,Kavya's Diary,Karuna Prakash,"Charmy Kaur, Manjula Ghattamaneni",Thriller
2009,MAR,Bheebatsam,Amma Rajasekhar,"Yuvan, Madhu Sharma, Shashank, Ajay",Action
2009,MAR,Manorama,V Eeswar Reddy,"Charmy, Nishan",Thriller
2009,MAR,Sontha Vooru,P Sunil Kumar Reddy,"Raja, Theertha",Drama
2009,MAR,Malli Malli,Raaj Adithya,"Skanda, Kalyanee",Thriller
2009,APR,Billa,Meher Ramesh,"Prabhas, Anushka",Action
2010,JUL,Kothimooka,AVS,"Krishnudu, Shraddha Arya, Bramhanandam",
2010,AUG,Aunty Uncle Nandagopal,,"Vadde Naveen, Lakshana, Bramhanandam",
2010,AUG,Ramdev,,"Abbas, Sai Kiran, Gracy Singh",
2010,AUG,Happy Happy Gaa,,"Varun Sandesh, Vega Tamotia, Saranya Mohan",
2010,AUG,Chapter 6,Suriya Kiran,"Kalyani, Bala, Sonia Suri",
2010,AUG,Sye Aata,,"Charmi, Ajay, Rao Ramesh",
2010,AUG,Badmaash,Vandematharam Srinivas,"Naga Siddharth, Ekta, Chandra Mohan",
2010,AUG,Don Seenu,Gopichand,"Ravi Teja, Shriya Saran, Srihari",
2010,JUL,Maa Annayya Bangaram,Jonnalagadda Srinivas,"Rajasekhar, Kamalinee Mukherjee, Rohit",
2010,AUG,Chethilo Cheyyesi,,"Abhishek, Pratishta, Sarath Babu",
2010,JUL,Shubhapradham,K. Viswanath,"Allari Naresh, Manjari Phadnis, Sarath Babu",
2010,JUL,Brahmalokam To Yamalokam,,"Rajendra Prasad, Shivaji, Kalyani",
2010,JUL,Allam Bellam,,"Aman Khan, Riya, Karan Kapoor",
2010,JUL,Maryada Ramanna,S. S. Rajamouli,"Sunil, Saloni Aswani, Brahmaji",
2010,JUL,U And I,Ranjith Belluri,"Rohan, Aditi Chowdary, Alisha",
2010,JUL,Sneha Geetham,Madhura Sreedhar,"Chitralekha, Anil, Gundu Hanumantha Rao",
2010,JUL,Em Pillo Em Pillado,Chowdary,"Tanish, Pranitha, Charanraj",
2010,JUL,Veera Telangana,R.Narayana Murthy,"R. Narayana Murthy, Vijayaranga Raju",
2010,JUL,Mynavathi,,"Chitralekha, Anil, Gundu Hanumantha Rao",
2010,JUL,Bheemili,,"Nani, Saranya Mohan, Kishoreu",
2010,JUL,Komaram Bheem,,"Bhopal Reddy, Maunika, Telangana Sakuntala",
2010,AUG,Gudu Gudu Gunjam,,"Parthu, Aarthi Puri, Rajendra Prasad",
2010,JUL,Comedy Express,,"Kaushal, Babu Mohan, Rajesh",
2010,SEP,Bhageerathudu,,"Vinodkumar, Yamuna, Manju Bhargavi",
2010,NOV,Collector Ghari Bharya,,"Prakash Raj, Bhumika Chawla",
2010,SEP,Thakita Thakita,,"Harsh Vardhan Rane, Haripriya, Vijay Samrat, Trinetrudu, Karthik Sabesh, Bhakti Punjani, Aditi Chengappa",
2010,JUL,Jhummandi Naadam,K.Raghavendra Rao,"Manoj Manchu, Taapsee Pannu, Mohan Babu",
2010,DEC,Broker,R. P. Patnaik,"R. P. Patnaik, Sri Hari, Asha Saini",
2010,DEC,Ranga the Donga,G V Sudhakar Naidu,"Srikanth, Vimala Raman, Ramya Krishna",
2010,DEC,Ragada,Veeru Potla,"Nagarjuna, Anushka Shetty, Priyamani",
2010,DEC,Nagavalli,P. Vasu,"Venkatesh, Anushka Shetty, Richa Gangopadhyay, Shraddha Das, Kamalinee Mukherjee, Poonam Kaur",
2010,DEC,Manasara,Ravi Babu,"Vikram, Sri Divya",
2010,DEC,Kathi Kantha Rao,E. V. V. Satyanarayana,"Allari Naresh, Kamna Jethmalani, Krishna Bhagawan",
2010,DEC,Alasyam Amrutam,,"Nikhil Siddhartha, Madhurima, Arvind Krishna",
2010,NOV,Orange,Bhaskar,"Ram Charan Teja, Genelia D'Souza, Shazahn Padamsee","Drama, Romance, Action"
2010,NOV,Karma,,"Shesh Adavi, Jade Tailor, Sher Ali",
2010,SEP,Gaayam 2,,"Jagapati Babu, Vimala Raman, Kota Srinivasa Rao",
2010,NOV,Yemaindi Ee Vela,Sampath Nandi,"Varun Sandesh, Nisha Aggarwal",
2010,OCT,Prathi Roju,,"Ravi Babu, Bindu Madhavi",
2010,OCT,Bava,,"Siddharth, Pranitha",
2010,OCT,Priyamaina Anjali,,"Shankar, Pooja Roshan",
2010,OCT,Brindavanam,Vamsi Paidipally,"NTR Jr, Kajal Aggarwal, Samantha",
2010,OCT,Khaleja,Trivikram Srinivas,"Mahesh Babu, Anushka Shetty",
2010,SEP,Saradagaa Kasepu,Vamsi,"Allari Naresh, Madhurima, Srinivas Avasarala",
2010,SEP,Bhairava IPS,,"Srihari, Sindhu Tolani, Tanikella Bharani",
2010,SEP,Adi Nuvve,,"Chaitanya, Aksha Pardasany, Naresh",
2010,SEP,Puli,S. J. Surya,"Pawan Kalyan, Nikesha Patel","Action, Romance"
2010,SEP,Emaindi Nalo,,"Rajendra Prasad, Shivaji, Archana",
2010,NOV,Kalyanram Kathi,,"Kalyan Ram, Shaam, Sana Khan, Saranya Mohan",
2010,JUN,Pappu,,"Krishnudu, Subbaraju, Deepika",
2010,MAY,Rama Rama Krishna Krishna,,"Ram, Priya Anand, Arjun Sarja, Bindu Madhavi",
2010,JUN,Panchakshari,,"Anushka Shetty, Vijay Samrat, Bramanandam",
2010,MAR,My Name is Amrutha,M. Anthony,"Baby Gayathri, Bhanupriya, Bhanuchander",Drama
2010,MAR,Maro Charitra,Ravi Yadav,"Varun Sandesh, Anita Galler, Shraddha Das",Romance
2010,MAR,Yagam,Arun Prasad,"Navdeep, Bhoomika Chawla, Kim Sharma",Action
2010,MAR,Sandadi,Mani,"Sasi Pawan, Suhasini, Keerthi",Comedy
2010,MAR,Tik Tik Tik,Arunakanth,"Krishna Bhagawan, Sairabanu, Sharif",Thriller
2010,MAR,Prema Rajyam,Moolapati,"Ramkiran, Meerakrishna",Action
2010,MAR,Dasanna,DSP,"Srihari, Meena, Suman",Action
2010,MAR,High School,Narasimha Nandi,"Kiran Rathod, Karthik",Romance
2010,FEB,Ye Maaya Chesave,Gautham Menon,"Naga Chaitanya, Samantha Ruth Prabhu,  Krishnudu",Romance
2010,FEB,Kalavar King,Suresh,"Nikhil Siddharth, Shweta Prasad, Ali, Ajay, Y. Kasi Viswanath, Pragathi",Romance
2010,FEB,Leader,Sekhar Kammula,"Rana Daggubati, Richa Gangopadhyay,  Priya Anand",Political
2010,FEB,Joy,B. R. Varma,"Avitej, Trinath, Vainavi, Parvati",Romance
2010,FEB,Kedi,Kiran Kumar,"Nagarjuna, Mamta Mohandas,  Chitrangada Singh",Action
2010,JAN,Udatha Udatha Ooch,Murali Ganesh,"Akshay, Ali, Brahmanandam",Comedy
2010,JAN,Seeta Ramula Kalyanam Lankalo,Eshwar,"Nitin, Hansika Motwani, Brahmanandam",Action
2010,JAN,Kaluva,M. Sridhar,"Chakri, Rupa Kaur, Fharzana",Thriller
2010,JAN,Namo Venkatesa,Seenu Vytla,"Venkatesh, Trisha Krishnan, Brahmanandam",Comedy
2010,JAN,Adhurs,V. V. Vinayak,"NTR Jr, Nayantara, Sheela, Sayaji Shinde, Brahmanandam","Comedy, Action"
2010,JAN,Yugalageetham,Sivaji,"Srikar, Abhishek, Chandu",Drama
2010,JAN,Premistu,Raghavendra,"Ramana, Swathi",Romance
2010,JAN,Maa Nanna Chiranjeevi,Arun Prasad,"Jagapati Babu, Neelima, Athulith, Brahmanandam",Action
2010,MAR,Varudu,Gunasekhar,"Arya, Allu Arjun, Bhanu Mehra","Action, Romance"
2010,APR,Anaganaga Oka Aranyam,G. Shekar Chandra,"Kaushal, Ekta Trivedi, Srirekha",Romance
2010,JAN,Shambo Shiva Shambo,Samudrakani,"Ravi Teja, Allari Naresh, Siva Balaji, Priyamani, Abhinaya",Drama
2010,APR,Betting Bangarraju,Satti Babu,"Allari Naresh, Nidhi",Comedy
2010,APR,Srimati Kalyanam,Sival,"Vadde Naveen, Sangeetha, Venu Madhav",Romance
2010,JUN,Nagamani,,"Krishna Bhagawan, Sona",
2010,JUN,Manava Mrugam,,"Aryan, Sana",
2010,JUN,Vedam,Radhakrishna Jagarlamudi,"Allu Arjun, Manchu Manoj Kumar, Anushka Shetty","Drama, Romance, Action"
2010,MAY,Golimaar,Puri Jagannadh,"Gopichand, Priyamani, Nassar",
2010,MAY,Chalaki,,"Aditya Babu, Roma Asrani, Biyanka Desai",
2010,MAY,Young India,,"Dasari Narayana Rao, Brahmanandam, A.V.S",
2010,MAY,Theliyadhu,,"Sharat, Alekhya",
2010,JUN,L-Board,,"Mumaith Khan, Mika Singh",
2010,MAY,Andari Bhanduvayya,Chandra Siddardh,"Sharwanand, Padmapriya, Naresh",
2010,MAY,Okka Kshanam,,"Rajiv Kanakala, Kota Srinivasan Rao, Ahuti Prasad",
2010,MAY,Joru,,"Aravind Kumar, Akarsha, Saikumar",
2010,MAY,Hasini,,"Sandhya, Kamalakar, Giri Babu",
2010,MAY,My Name Is Amrutha,,"Bhanuchander, Bhanupriya, Baby Gayathri",
2010,APR,Police Police,Manmohan,"Prithviraj, Srikanth, Kamalini Mukherjee, Sanjana",Action
2010,APR,Madhanudu,Joe,"Swati Rachana, Aarmugam",Thriller
2010,APR,Prasthanam,Deva Katta,"Sharvanand, Ruby Parihar, Sai Kumar",Action
2010,APR,1940 Lo Oka Gramam,Narasimha Nandi,"Bala Aditya, Shree",Drama
2010,APR,Darling,Karunakaran,"Prabhas, Kajal Aggarwal, Shraddha Das",Romance
2010,APR,Buridi,E. V. V. Satyanarayana,"Aryan Rajesh, Aishwarya",Romance
2010,APR,Glamour,P. Satya Reddy,"Karishma Kotak, Kavitha",Drama
2010,APR,Simha,Boyapati Srinu,"Balakrishna, Nayantara, Sneha Ullal, Namitha",Action
2010,APR,Mouna Ragam,Vijay Balaji,"Tanish, Madhuurima, Suhasini",Romance
2011,SEP,Vankaya Fry,Chandramouli,"Sumith Arora, Anu Smrithi, Brahmanandam",Comedy
2011,AUG,Daggaraga Dooranga,Ravi Chavali,"Sumanth, Vedhika",Romance
2011,SEP,Madatha Kaja,Seetarama Raju,"Allari Naresh, Sneha Ullal","Comedy, Romance"
2011,SEP,Dookudu,Srinu Vaitla,"Mahesh Babu, Samantha Ruth Prabhu, Sonu Sood, Sonia Deepti, Prakash Raj","Action, Comedy, Romance"
